"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4 p)
"합계","소계","소계",합계,소계,계,1531212,1290332,1656729,1525174,1208052,1224244,1042774,932840,575319,505011,421606,353963,291336,481202,452744,471927,399086
"합계","소계","소계",합계,소계,면세점,1297490,1051987,1410967,1247495,972384,974415,795824,681168,363520,300602,211727,152997,111187,281235,271525,280391,239885
"합계","소계","소계",합계,소계,면세점 이외,233722,238345,245762,277679,235668,249829,246950,251672,211799,204409,209879,200966,180149,199967,181219,191536,159201
"합계","소계","소계",컴퓨터 및 주변기기,소계,계,4142,3814,7722,3589,4274,4622,3805,3174,2943,3288,2944,3195,4044,3205,4260,3769,2729
"합계","소계","소계",컴퓨터 및 주변기기,소계,면세점,113,0,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"합계","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,4029,3814,4225,3589,4274,4622,3805,3174,2943,3288,2944,3195,4044,3205,4260,3769,2729
"합계","소계","소계",가전·전자·통신기기,소계,계,12866,14052,14965,13136,10929,17682,13503,9246,48922,5594,6059,5258,5223,8717,6149,6788,6661
"합계","소계","소계",가전·전자·통신기기,소계,면세점,4999,5108,4777,5538,4171,10737,6695,4933,45424,2195,1316,781,334,1949,1569,2032,2673
"합계","소계","소계",가전·전자·통신기기,소계,면세점 이외,7867,8944,10188,7598,6758,6945,6808,4313,3498,3399,4743,4477,4889,6768,4580,4756,3988
"합계","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,4004,5150,5508,6316,5844
"합계","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,326,1804,1298,1842,2495
"합계","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,3678,3346,4210,4474,3349
"합계","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,1219,3567,641,472,817
"합계","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,8,145,271,190,178
"합계","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1211,3422,370,282,639
"합계","소계","소계",소프트웨어,소계,계,183,230,258,400,214,226,2381,583,88,50,2755,268,430,48,55,238,83
"합계","소계","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"합계","소계","소계",소프트웨어,소계,면세점 이외,183,230,258,400,214,226,2381,583,88,50,2755,268,430,48,55,238,83
"합계","소계","소계",서 적,소계,계,6730,6760,6775,7121,9215,7570,7469,7946,6063,7311,6626,3082,3431,2868,3176,5520,2718
"합계","소계","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"합계","소계","소계",서 적,소계,면세점 이외,6730,6760,6775,7121,9215,7570,7469,7946,6063,7311,6626,3082,3431,2868,3176,5520,2718
"합계","소계","소계",사무·문구,소계,계,1622,1461,1407,1357,3153,1696,3104,1463,2056,3472,1484,3022,1514,1122,1633,3451,1639
"합계","소계","소계",사무·문구,소계,면세점,0,0,1,0,0,0,72,16,1,0,2,63,45,31,58,72,141
"합계","소계","소계",사무·문구,소계,면세점 이외,1622,1461,1406,1357,3153,1696,3032,1447,2055,3472,1482,2959,1469,1091,1575,3379,1498
"합계","소계","소계",음반·비디오·악기,소계,계,33208,45802,57462,77371,45260,49347,39862,42839,33575,50316,44571,39711,35039,60196,43216,43294,18091
"합계","소계","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"합계","소계","소계",음반·비디오·악기,소계,면세점 이외,33208,45802,57462,77371,45260,49347,39862,42839,33575,50316,44571,39711,35039,60196,43216,43294,18091
"합계","소계","소계",의류 및 패션 관련 상품,소계,계,88543,90629,87230,100095,82098,90524,89863,102758,73950,64783,60268,76530,54227,63588,63104,77582,77136
"합계","소계","소계",의류 및 패션 관련 상품,소계,면세점,26073,1058,3026,8033,6190,4854,9182,7883,2497,2876,2279,3757,3268,13393,15526,17498,21762
"합계","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,62470,91687,84204,92062,75908,85670,80681,94875,71453,61907,57989,72773,50959,50195,47578,60084,55374
"합계","소계","소계",스포츠·레저용품,소계,계,4136,5294,5239,6382,4112,3641,4823,3663,2939,2008,2728,3968,2882,1870,2562,2501,1807
"합계","소계","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7
"합계","소계","소계",스포츠·레저용품,소계,면세점 이외,4136,5294,5239,6382,4112,3641,4823,3663,2939,2008,2728,3968,2882,1867,2559,2498,1800
"합계","소계","소계",화장품,소계,계,1314819,1083409,1437689,1272709,999351,996421,827389,716649,362555,332023,243485,184917,150216,305078,296210,292494,247133
"합계","소계","소계",화장품,소계,면세점,1262739,1046875,1399059,1233379,960980,956964,779433,667209,315133,294407,206560,146743,105717,263499,251704,255135,206966
"합계","소계","소계",화장품,소계,면세점 이외,52080,36534,38630,39330,38371,39457,47956,49440,47422,37616,36925,38174,44499,41579,44506,37359,40167
"합계","소계","소계",아동·유아용품,소계,계,4257,4277,4868,4975,5484,5350,5710,4320,3086,3698,2807,2591,1970,2192,2158,1911,1957
"합계","소계","소계",아동·유아용품,소계,면세점,32,1,1,0,0,0,0,27,0,1,0,2,7,12,34,29,41
"합계","소계","소계",아동·유아용품,소계,면세점 이외,4225,4278,4869,4975,5484,5350,5710,4293,3086,3697,2807,2589,1963,2180,2124,1882,1916
"합계","소계","소계",음·식료품,소계,계,15454,3534,3132,3581,6151,7538,6133,7659,6227,6991,6535,5619,7573,6980,6606,10062,12638
"합계","소계","소계",음·식료품,소계,면세점,3444,1066,607,545,1043,1858,442,1100,464,1123,1570,1647,1810,2329,2543,5549,8233
"합계","소계","소계",음·식료품,소계,면세점 이외,12010,2468,2525,3036,5108,5680,5691,6559,5763,5868,4965,3972,5763,4651,4063,4513,4405
"합계","소계","소계",농축수산물,소계,계,32,40,41,37,31,25,25,16,28,23,12,9,12,11,5,11,8
"합계","소계","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"합계","소계","소계",농축수산물,소계,면세점 이외,32,40,41,37,31,25,25,16,28,23,12,9,12,11,5,11,8
"합계","소계","소계",생활·자동차용품,소계,계,10438,9659,8340,8207,8220,9471,8930,7643,3693,3061,4840,5317,4804,4331,5168,6147,5703
"합계","소계","소계",생활·자동차용품,소계,면세점,51,3,1,0,0,0,0,0,1,0,0,4,6,18,69,23,34
"합계","소계","소계",생활·자동차용품,소계,면세점 이외,10387,9662,8339,8207,8220,9471,8930,7643,3692,3061,4840,5313,4798,4313,5099,6124,5669
"합계","소계","소계",기 타,소계,계,34782,21371,21601,26214,29561,30128,29778,24883,29194,22393,36493,20473,19971,20996,18442,18159,20783
"합계","소계","소계",기 타,소계,면세점,39,0,0,0,0,2,0,0,0,0,0,0,0,1,19,50,28
"합계","소계","소계",기 타,소계,면세점 이외,34743,21371,21601,26214,29561,30126,29778,24883,29194,22393,36493,20473,19971,20995,18423,18109,20755
"아시아","소계","소계",합계,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,230084,405382,370147,386209,330935
"아시아","소계","소계",합계,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,110844,280634,270235,278578,239129
"아시아","소계","소계",합계,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,119240,124748,99912,107631,91806
"아시아","소계","소계",컴퓨터 및 주변기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,343,482,1623,1019,211
"아시아","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아시아","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,343,482,1623,1019,211
"아시아","소계","소계",가전·전자·통신기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,3842,7241,5196,5292,4677
"아시아","소계","소계",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,321,1933,1534,1978,2649
"아시아","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,3521,5308,3662,3314,2028
"아시아","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,2840,3929,4746,5020,4429
"아시아","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,319,1788,1277,1788,2473
"아시아","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,2521,2141,3469,3232,1956
"아시아","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,1002,3312,450,272,248
"아시아","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,2,145,257,190,176
"아시아","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1000,3167,193,82,72
"아시아","소계","소계",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,172,0,0,0,0
"아시아","소계","소계",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아시아","소계","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,172,0,0,0,0
"아시아","소계","소계",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1602,1432,1397,3132,1152
"아시아","소계","소계",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아시아","소계","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1602,1432,1397,3132,1152
"아시아","소계","소계",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,982,886,1294,1318,923
"아시아","소계","소계",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,45,31,58,72,141
"아시아","소계","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,937,855,1236,1246,782
"아시아","소계","소계",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,22229,39609,19237,24440,9650
"아시아","소계","소계",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아시아","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,22229,39609,19237,24440,9650
"아시아","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,34133,41324,40465,47777,52138
"아시아","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,3213,13305,15379,17322,21655
"아시아","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,30920,28019,25086,30455,30483
"아시아","소계","소계",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1978,1470,2319,2254,1524
"아시아","소계","소계",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,3,3,3,7
"아시아","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1978,1467,2316,2251,1517
"아시아","소계","소계",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,140528,290290,278012,277845,233077
"아시아","소계","소계",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,105529,263114,250733,253715,206499
"아시아","소계","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,34999,27176,27279,24130,26578
"아시아","소계","소계",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1393,1810,1657,1430,1610
"아시아","소계","소계",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,7,12,34,29,41
"아시아","소계","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1386,1798,1623,1401,1569
"아시아","소계","소계",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,5865,5184,4972,7802,10358
"아시아","소계","소계",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,1723,2217,2406,5386,8075
"아시아","소계","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,4142,2967,2566,2416,2283
"아시아","소계","소계",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,0
"아시아","소계","소계",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아시아","소계","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,0
"아시아","소계","소계",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,3494,2594,3152,3466,3243
"아시아","소계","소계",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,6,18,69,23,34
"아시아","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,3488,2576,3083,3443,3209
"아시아","소계","소계",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,13522,13057,10821,10433,12372
"아시아","소계","소계",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,1,19,50,28
"아시아","소계","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,13522,13056,10802,10383,12344
"아시아","중국","소계",합계,소계,계,1329056,1096847,1457319,1317306,1007747,1013739,835268,731158,400478,342295,263611,187364,141786,321295,296918,295721,243382
"아시아","중국","소계",합계,소계,면세점,1253633,1034738,1392952,1229759,963384,964465,789774,675565,358933,292208,205656,146306,104133,272120,263404,261466,225130
"아시아","중국","소계",합계,소계,면세점 이외,75423,62109,64367,87547,44363,49274,45494,55593,41545,50087,57955,41058,37653,49175,33514,34255,18252
"아시아","중국","소계",컴퓨터 및 주변기기,소계,계,61,41,3563,67,46,49,51,54,22,27,28,106,91,145,797,781,134
"아시아","중국","소계",컴퓨터 및 주변기기,소계,면세점,0,0,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","중국","소계",컴퓨터 및 주변기기,소계,면세점 이외,61,41,66,67,46,49,51,54,22,27,28,106,91,145,797,781,134
"아시아","중국","소계",가전·전자·통신기기,소계,계,3096,2123,3249,5235,3480,10063,6671,4940,45482,2265,1322,796,368,1322,1449,1906,2638
"아시아","중국","소계",가전·전자·통신기기,소계,면세점,2653,1723,2933,5041,3257,9886,6558,4850,45306,2168,1286,739,201,1256,1292,1869,2595
"아시아","중국","소계",가전·전자·통신기기,소계,면세점 이외,443,400,316,194,223,177,113,90,176,97,36,57,167,66,157,37,43
"아시아","중국","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,364,1168,1091,1713,2455
"아시아","중국","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,200,1112,1035,1679,2421
"아시아","중국","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,164,56,56,34,34
"아시아","중국","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,4,154,358,193,183
"아시아","중국","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,1,144,257,190,174
"아시아","중국","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,3,10,101,3,9
"아시아","중국","소계",소프트웨어,소계,계,1,2,1,0,1,0,2145,247,0,0,0,0,111,0,0,0,0
"아시아","중국","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","중국","소계",소프트웨어,소계,면세점 이외,1,2,1,0,1,0,2145,247,0,0,0,0,111,0,0,0,0
"아시아","중국","소계",서 적,소계,계,1575,1591,1829,1664,2734,2525,2586,2968,2358,3705,3780,820,885,964,862,2390,718
"아시아","중국","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","중국","소계",서 적,소계,면세점 이외,1575,1591,1829,1664,2734,2525,2586,2968,2358,3705,3780,820,885,964,862,2390,718
"아시아","중국","소계",사무·문구,소계,계,258,76,49,21,49,51,178,60,72,224,27,131,90,78,67,82,154
"아시아","중국","소계",사무·문구,소계,면세점,0,0,1,0,0,0,72,16,1,0,0,61,45,31,58,72,141
"아시아","중국","소계",사무·문구,소계,면세점 이외,258,76,48,21,49,51,106,44,71,224,27,70,45,47,9,10,13
"아시아","중국","소계",음반·비디오·악기,소계,계,18103,26697,32589,47689,13339,18992,12676,17860,16443,27657,27811,22001,17432,27862,14371,13465,7023
"아시아","중국","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","중국","소계",음반·비디오·악기,소계,면세점 이외,18103,26697,32589,47689,13339,18992,12676,17860,16443,27657,27811,22001,17432,27862,14371,13465,7023
"아시아","중국","소계",의류 및 패션 관련 상품,소계,계,39860,17438,20635,28413,24498,23432,24922,29080,14757,10927,9299,13986,11911,21420,22016,24960,26216
"아시아","중국","소계",의류 및 패션 관련 상품,소계,면세점,24617,1059,2967,6753,6132,4803,9054,7703,2211,2314,1819,3439,2936,12894,14947,16529,20862
"아시아","중국","소계",의류 및 패션 관련 상품,소계,면세점 이외,15243,18497,17668,21660,18366,18629,15868,21377,12546,8613,7480,10547,8975,8526,7069,8431,5354
"아시아","중국","소계",스포츠·레저용품,소계,계,449,1156,538,1856,305,296,296,251,202,378,307,211,204,236,275,276,264
"아시아","중국","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7
"아시아","중국","소계",스포츠·레저용품,소계,면세점 이외,449,1156,538,1856,305,296,296,251,202,378,307,211,204,233,272,273,257
"아시아","중국","소계",화장품,소계,계,1238820,1041605,1389271,1225659,956623,951186,779943,670186,314712,290589,203843,143595,104573,262240,251119,242829,194541
"아시아","중국","소계",화장품,소계,면세점,1223041,1033022,1382977,1217460,952990,947953,773689,661937,311003,286697,201128,140626,99288,255812,244704,237892,193693
"아시아","중국","소계",화장품,소계,면세점 이외,15779,8583,6294,8199,3633,3233,6254,8249,3709,3892,2715,2969,5285,6428,6415,4937,848
"아시아","중국","소계",아동·유아용품,소계,계,1329,1146,1798,1359,961,878,1355,1478,661,1581,1331,748,764,1313,846,986,1084
"아시아","중국","소계",아동·유아용품,소계,면세점,28,1,1,0,0,0,0,27,0,0,0,2,7,12,34,29,41
"아시아","중국","소계",아동·유아용품,소계,면세점 이외,1301,1147,1799,1359,961,878,1355,1451,661,1581,1331,746,757,1301,812,957,1043
"아시아","중국","소계",음·식료품,소계,계,4745,1660,1840,1317,1679,2496,1054,1577,993,1565,1998,1592,2028,2301,2374,5063,7799
"아시아","중국","소계",음·식료품,소계,면세점,3204,1056,577,505,1005,1821,401,1032,411,1029,1423,1435,1650,2093,2278,4999,7729
"아시아","중국","소계",음·식료품,소계,면세점 이외,1541,604,1263,812,674,675,653,545,582,536,575,157,378,208,96,64,70
"아시아","중국","소계",농축수산물,소계,계,20,20,28,20,19,24,19,9,8,8,2,0,1,2,2,1,0
"아시아","중국","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","중국","소계",농축수산물,소계,면세점 이외,20,20,28,20,19,24,19,9,8,8,2,0,1,2,2,1,0
"아시아","중국","소계",생활·자동차용품,소계,계,2691,2261,985,1254,1272,1087,1017,658,383,671,459,708,495,334,388,716,879
"아시아","중국","소계",생활·자동차용품,소계,면세점,51,3,1,0,0,0,0,0,1,0,0,4,6,18,69,23,34
"아시아","중국","소계",생활·자동차용품,소계,면세점 이외,2640,2264,984,1254,1272,1087,1017,658,382,671,459,704,489,316,319,693,845
"아시아","중국","소계",기 타,소계,계,18048,1031,944,2752,2739,2660,2354,1791,4382,2698,13402,2671,2833,3078,2352,2266,1932
"아시아","중국","소계",기 타,소계,면세점,39,0,0,0,0,2,0,0,0,0,0,0,0,1,19,50,28
"아시아","중국","소계",기 타,소계,면세점 이외,18009,1031,944,2752,2739,2658,2354,1791,4382,2698,13402,2671,2833,3077,2333,2216,1904
"아시아","일본","소계",합계,소계,계,43429,62250,63976,70242,65197,74438,79309,84465,78278,70832,70780,71506,64683,61304,48889,57467,54541
"아시아","일본","소계",합계,소계,면세점,2129,3860,5051,8127,41,10,11,526,356,2719,226,250,311,873,977,2641,2402
"아시아","일본","소계",합계,소계,면세점 이외,41300,58390,58925,62115,65156,74428,79298,83939,77922,68113,70554,71256,64372,60431,47912,54826,52139
"아시아","일본","소계",컴퓨터 및 주변기기,소계,계,36,43,83,31,41,26,26,23,9,21,20,35,31,148,682,60,4
"아시아","일본","소계",컴퓨터 및 주변기기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","일본","소계",컴퓨터 및 주변기기,소계,면세점 이외,36,43,83,31,41,26,26,23,9,21,20,35,31,148,682,60,4
"아시아","일본","소계",가전·전자·통신기기,소계,계,120,63,143,92,114,95,224,302,850,661,1427,587,1063,3532,319,204,137
"아시아","일본","소계",가전·전자·통신기기,소계,면세점,7,0,3,4,12,1,0,0,90,1,0,1,0,162,95,37,16
"아시아","일본","소계",가전·전자·통신기기,소계,면세점 이외,113,63,140,88,102,94,224,302,760,660,1427,586,1063,3370,224,167,121
"아시아","일본","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,92,399,231,129,82
"아시아","일본","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,161,95,37,16
