"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4 p)
"아시아","기타 아시아","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,3,0
"아시아","기타 아시아","소계",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,2,3,6,2,0
"아시아","기타 아시아","소계",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"아시아","기타 아시아","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,2,3,6,2,0
"북미","소계","소계",합계,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,51047,61873,63165,74235,60069
"북미","소계","소계",합계,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,239,374,1118,1739,697
"북미","소계","소계",합계,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,50808,61499,62047,72496,59372
"북미","소계","소계",컴퓨터 및 주변기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1520,1231,1028,1144,1050
"북미","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1520,1231,1028,1144,1050
"북미","소계","소계",가전·전자·통신기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1003,1045,471,968,1135
"북미","소계","소계",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,7,15,29,50,22
"북미","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,996,1030,442,918,1113
"북미","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,872,915,435,940,1070
"북미","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,7,15,15,50,21
"북미","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,865,900,420,890,1049
"북미","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,131,130,36,28,65
"북미","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,14,0,1
"북미","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,131,130,22,28,64
"북미","소계","소계",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,242,48,55,238,83
"북미","소계","소계",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,242,48,55,238,83
"북미","소계","소계",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1488,1130,1306,1776,1263
"북미","소계","소계",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1488,1130,1306,1776,1263
"북미","소계","소계",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,486,215,316,1760,587
"북미","소계","소계",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,486,215,316,1760,587
"북미","소계","소계",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,8647,12122,10206,13652,6776
"북미","소계","소계",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,8647,12122,10206,13652,6776
"북미","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,18586,20364,20933,28152,23246
"북미","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,26,50,100,164,98
"북미","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,18560,20314,20833,27988,23148
"북미","소계","소계",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,281,369,223,229,254
"북미","소계","소계",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,281,369,223,229,254
"북미","소계","소계",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,9115,14061,17372,13779,12822
"북미","소계","소계",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,134,213,874,1376,433
"북미","소계","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,8981,13848,16498,12403,12389
"북미","소계","소계",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,486,306,398,430,329
"북미","소계","소계",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,486,306,398,430,329
"북미","소계","소계",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1648,1748,1598,2205,2228
"북미","소계","소계",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,72,96,115,149,144
"북미","소계","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1576,1652,1483,2056,2084
"북미","소계","소계",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,11,8,3,10,8
"북미","소계","소계",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,11,8,3,10,8
"북미","소계","소계",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1247,1693,1948,2515,2161
"북미","소계","소계",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1247,1693,1948,2515,2161
"북미","소계","소계",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,6287,7533,7308,7377,8127
"북미","소계","소계",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","소계","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,6287,7533,7308,7377,8127
"북미","미국","소계",합계,소계,계,49162,66097,67920,73390,70228,69414,68597,67044,55878,50779,49997,56551,49332,60356,61652,72022,58185
"북미","미국","소계",합계,소계,면세점,698,339,81,67,56,1742,107,108,127,220,222,362,222,362,1084,1700,670
"북미","미국","소계",합계,소계,면세점 이외,48464,65758,67839,73323,70172,67672,68490,66936,55751,50559,49775,56189,49110,59994,60568,70322,57515
"북미","미국","소계",컴퓨터 및 주변기기,소계,계,1182,1631,1871,1373,1665,2199,1661,1077,1020,976,839,1019,1419,1059,984,1067,1004
"북미","미국","소계",컴퓨터 및 주변기기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",컴퓨터 및 주변기기,소계,면세점 이외,1182,1631,1871,1373,1665,2199,1661,1077,1020,976,839,1019,1419,1059,984,1067,1004
"북미","미국","소계",가전·전자·통신기기,소계,계,1830,2824,3292,2177,1976,2306,1993,970,472,541,537,602,934,1018,422,919,1073
"북미","미국","소계",가전·전자·통신기기,소계,면세점,12,2,5,1,1,3,5,1,0,3,1,6,6,14,16,50,22
"북미","미국","소계",가전·전자·통신기기,소계,면세점 이외,1818,2822,3287,2176,1975,2303,1988,969,472,538,536,596,928,1004,406,869,1051
"북미","미국","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,822,893,401,894,1011
"북미","미국","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,6,14,15,50,21
"북미","미국","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,816,879,386,844,990
"북미","미국","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,112,125,21,25,62
"북미","미국","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1
"북미","미국","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,112,125,20,25,61
"북미","미국","소계",소프트웨어,소계,계,135,182,215,333,172,178,193,323,88,50,87,268,240,48,55,238,83
"북미","미국","소계",소프트웨어,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",소프트웨어,소계,면세점 이외,135,182,215,333,172,178,193,323,88,50,87,268,240,48,55,238,83
"북미","미국","소계",서 적,소계,계,2135,2407,2583,2584,1769,1524,1550,1883,1568,1361,1434,1306,1408,1078,1237,1653,1212
"북미","미국","소계",서 적,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",서 적,소계,면세점 이외,2135,2407,2583,2584,1769,1524,1550,1883,1568,1361,1434,1306,1408,1078,1237,1653,1212
"북미","미국","소계",사무·문구,소계,계,74,85,87,152,1402,384,1293,360,629,943,290,1032,477,208,310,1656,554
"북미","미국","소계",사무·문구,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"북미","미국","소계",사무·문구,소계,면세점 이외,74,85,87,152,1402,384,1293,360,629,943,290,1031,477,208,310,1656,554
"북미","미국","소계",음반·비디오·악기,소계,계,5258,7516,9854,10291,12039,9547,10176,10130,7348,7884,7589,6992,8032,11710,9893,13034,6542
"북미","미국","소계",음반·비디오·악기,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",음반·비디오·악기,소계,면세점 이외,5258,7516,9854,10291,12039,9547,10176,10130,7348,7884,7589,6992,8032,11710,9893,13034,6542
"북미","미국","소계",의류 및 패션 관련 상품,소계,계,12779,23149,22002,24277,20223,23916,23951,27954,20257,20987,20138,25312,18251,20269,20556,27688,22905
"북미","미국","소계",의류 및 패션 관련 상품,소계,면세점,36,5,22,0,14,10,14,21,6,32,38,40,25,49,97,162,96
"북미","미국","소계",의류 및 패션 관련 상품,소계,면세점 이외,12743,23154,21980,24277,20209,23906,23937,27933,20251,20955,20100,25272,18226,20220,20459,27526,22809
"북미","미국","소계",스포츠·레저용품,소계,계,953,1641,1791,1477,1010,1299,1824,819,321,278,427,670,273,360,214,221,241
"북미","미국","소계",스포츠·레저용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",스포츠·레저용품,소계,면세점 이외,953,1641,1791,1477,1010,1299,1824,819,321,278,427,670,273,360,214,221,241
"북미","미국","소계",화장품,소계,계,12471,11819,12089,14130,11965,10684,8677,10489,9537,7245,7407,9535,8762,13484,16841,13452,11942
"북미","미국","소계",화장품,소계,면세점,625,337,47,54,28,1707,69,51,99,133,108,208,130,208,864,1359,420
"북미","미국","소계",화장품,소계,면세점 이외,11846,11482,12042,14076,11937,8977,8608,10438,9438,7112,7299,9327,8632,13276,15977,12093,11522
"북미","미국","소계",아동·유아용품,소계,계,945,1344,1243,1402,2126,1819,1550,939,572,529,353,539,475,295,390,421,323
"북미","미국","소계",아동·유아용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",아동·유아용품,소계,면세점 이외,945,1344,1243,1402,2126,1819,1550,939,572,529,353,539,475,295,390,421,323
"북미","미국","소계",음·식료품,소계,계,1189,478,473,615,628,830,1131,1324,1769,1210,1070,920,1630,1737,1566,2069,2096
"북미","미국","소계",음·식료품,소계,면세점,25,5,7,12,13,22,19,35,22,52,75,107,61,91,107,129,132
"북미","미국","소계",음·식료품,소계,면세점 이외,1164,473,466,603,615,808,1112,1289,1747,1158,995,813,1569,1646,1459,1940,1964
"북미","미국","소계",농축수산물,소계,계,2,12,8,11,10,1,4,5,10,15,10,9,11,8,3,10,8
"북미","미국","소계",농축수산물,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",농축수산물,소계,면세점 이외,2,12,8,11,10,1,4,5,10,15,10,9,11,8,3,10,8
"북미","미국","소계",생활·자동차용품,소계,계,2256,3217,3028,2966,2683,2953,2877,1180,528,532,1399,1830,1231,1675,1933,2473,2127
"북미","미국","소계",생활·자동차용품,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",생활·자동차용품,소계,면세점 이외,2256,3217,3028,2966,2683,2953,2877,1180,528,532,1399,1830,1231,1675,1933,2473,2127
"북미","미국","소계",기 타,소계,계,7953,9792,9384,11602,12559,11776,11720,9590,11759,8228,8416,6520,6189,7407,7248,7121,8075
"북미","미국","소계",기 타,소계,면세점,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"북미","미국","소계",기 타,소계,면세점 이외,7953,9792,9384,11602,12559,11776,11720,9590,11759,8228,8416,6520,6189,7407,7248,7121,8075
"북미","캐나다","소계",합계,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1715,1517,1513,2213,1884
"북미","캐나다","소계",합계,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,17,12,34,39,27
"북미","캐나다","소계",합계,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1698,1505,1479,2174,1857
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,101,172,44,77,46
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,101,172,44,77,46
"북미","캐나다","소계",가전·전자·통신기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,69,27,49,49,62
"북미","캐나다","소계",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,1,1,13,0,0
"북미","캐나다","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,68,26,36,49,62
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,50,22,34,46,59
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,49,21,34,46,59
"북미","캐나다","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,19,5,15,3,3
"북미","캐나다","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,13,0,0
"북미","캐나다","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,19,5,2,3,3
"북미","캐나다","소계",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0
"북미","캐나다","소계",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0
"북미","캐나다","소계",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,80,52,69,123,51
"북미","캐나다","소계",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,80,52,69,123,51
"북미","캐나다","소계",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,9,7,6,104,33
"북미","캐나다","소계",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,9,7,6,104,33
"북미","캐나다","소계",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,615,412,313,618,234
"북미","캐나다","소계",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,615,412,313,618,234
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,335,95,377,464,341
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,2,2
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,334,94,374,462,339
"북미","캐나다","소계",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,8,9,9,8,13
"북미","캐나다","소계",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,8,9,9,8,13
"북미","캐나다","소계",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,353,577,531,327,880
"북미","캐나다","소계",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,4,5,10,17,13
"북미","캐나다","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,349,572,521,310,867
"북미","캐나다","소계",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,11,11,8,9,6
"북미","캐나다","소계",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,11,11,8,9,6
"북미","캐나다","소계",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,18,11,32,136,132
"북미","캐나다","소계",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,11,5,8,20,12
"북미","캐나다","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,7,6,24,116,120
"북미","캐나다","소계",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,16,18,15,42,34
"북미","캐나다","소계",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,16,18,15,42,34
"북미","캐나다","소계",기 타,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,98,126,60,256,52
"북미","캐나다","소계",기 타,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"북미","캐나다","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,98,126,60,256,52
"유럽","소계","소계",합계,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,6385,10084,15350,7255,5908
"유럽","소계","소계",합계,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,88,216,160,56,41
"유럽","소계","소계",합계,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,6297,9868,15190,7199,5867
"유럽","소계","소계",컴퓨터 및 주변기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,1892,1312,1436,1507,1400
"유럽","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,1892,1312,1436,1507,1400
"유럽","소계","소계",가전·전자·통신기기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,281,326,430,477,782
"유럽","소계","소계",가전·전자·통신기기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,6,1,6,3,0
"유럽","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,275,325,424,474,782
"유럽","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-,234,255,289,315,289
"유럽","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,3,0
"유럽","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,234,254,283,312,289
"유럽","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-,47,71,141,162,493
"유럽","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,0,0
"유럽","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,41,71,141,162,493
"유럽","소계","소계",소프트웨어,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,7,0,0,0,0
"유럽","소계","소계",소프트웨어,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,7,0,0,0,0
"유럽","소계","소계",서 적,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,171,144,260,316,162
"유럽","소계","소계",서 적,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,171,144,260,316,162
"유럽","소계","소계",사무·문구,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,36,13,8,224,82
"유럽","소계","소계",사무·문구,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,36,13,8,224,82
"유럽","소계","소계",음반·비디오·악기,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,2101,6173,11330,2830,908
"유럽","소계","소계",음반·비디오·악기,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,2101,6173,11330,2830,908
"유럽","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,765,1090,854,820,1100
"유럽","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,25,36,46,9,5
"유럽","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,740,1054,808,811,1095
"유럽","소계","소계",스포츠·레저용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,422,18,15,13,20
"유럽","소계","소계",스포츠·레저용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,422,18,15,13,20
"유럽","소계","소계",화장품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,492,632,714,670,1035
"유럽","소계","소계",화장품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,49,167,92,38,28
"유럽","소계","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,443,465,622,632,1007
"유럽","소계","소계",아동·유아용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,55,35,78,26,8
"유럽","소계","소계",아동·유아용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,55,35,78,26,8
"유럽","소계","소계",음·식료품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,46,37,24,27,33
"유럽","소계","소계",음·식료품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,8,12,16,6,8
"유럽","소계","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,38,25,8,21,25
"유럽","소계","소계",농축수산물,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",농축수산물,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"유럽","소계","소계",생활·자동차용품,소계,계,-,-,-,-,-,-,-,-,-,-,-,-,12,15,42,105,182
"유럽","소계","소계",생활·자동차용품,소계,면세점,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
